environment,environment_id,method,method_key,comparison_role,seed,eval_episodes,total_reward,safety_rate,success_rate,violation_count,mean_episode_cost,source_metrics_json
Media Streaming,media_streaming,PPO-PID-Lagrangian,ppo_pid_lagrangian,safe_rl_baseline,8,100,-2.32,1.0,1.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_media_streaming_baselines_only/media_streaming/seed8/ppo_lagrangian/metrics.json
Media Streaming,media_streaming,CPO,cpo,safe_rl_baseline,8,100,-24.15,1.0,1.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_media_streaming_baselines_only/media_streaming/seed8/cpo/metrics.json
Media Streaming,media_streaming,PPO,ppo_policy,reference_baseline,9,100,-0.4,0.46,0.46,54,2.54,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_media_streaming_baselines_only/media_streaming/seed9/ppo_policy/metrics.json
Media Streaming,media_streaming,PPO-Lagrangian,ppo_lagrangian,safe_rl_baseline,9,100,-2.84,1.0,1.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_media_streaming_baselines_only/media_streaming/seed9/ppo_lagrangian/metrics.json
Media Streaming,media_streaming,PPO-PID-Lagrangian,ppo_pid_lagrangian,safe_rl_baseline,9,100,-5.1,1.0,1.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_media_streaming_baselines_only/media_streaming/seed9/ppo_lagrangian/metrics.json
Media Streaming,media_streaming,CPO,cpo,safe_rl_baseline,9,100,-24.14,1.0,1.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_media_streaming_baselines_only/media_streaming/seed9/cpo/metrics.json
MiniPacman,minipacman,PPO,ppo_policy,reference_baseline,0,100,0.87,0.16,0.87,84,423.03,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_minipacman_baselines_only/paper_2503_07671_minipacman/seed0/ppo_policy/metrics.json
MiniPacman,minipacman,PPO-Lagrangian,ppo_lagrangian,safe_rl_baseline,0,100,0.43,0.99,0.43,1,0.01,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_minipacman_baselines_only/paper_2503_07671_minipacman/seed0/ppo_lagrangian/metrics.json
MiniPacman,minipacman,PPO-PID-Lagrangian,ppo_pid_lagrangian,safe_rl_baseline,0,100,0.37,0.99,0.37,1,0.01,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_minipacman_baselines_only/paper_2503_07671_minipacman/seed0/ppo_lagrangian/metrics.json
MiniPacman,minipacman,CPO,cpo,safe_rl_baseline,0,100,0.0,1.0,0.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_minipacman_baselines_only/paper_2503_07671_minipacman/seed0/cpo/metrics.json
MiniPacman,minipacman,PPO-Shield,ppo_shield_shielded,safe_rl_baseline,0,100,0.95,1.0,0.95,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_minipacman_baselines_only/paper_2503_07671_minipacman/seed0/ppo_shield/metrics.json
MiniPacman,minipacman,PPO-Shield-Nominal,ppo_shield_nominal,reference_baseline,0,100,0.84,0.52,0.84,48,402.83,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_minipacman_baselines_only/paper_2503_07671_minipacman/seed0/ppo_shield/metrics.json
MiniPacman,minipacman,PPO,ppo_policy,reference_baseline,1,100,0.91,0.16,0.91,84,500.95,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_minipacman_baselines_only/paper_2503_07671_minipacman/seed1/ppo_policy/metrics.json
MiniPacman,minipacman,PPO-Lagrangian,ppo_lagrangian,safe_rl_baseline,1,100,0.51,1.0,0.51,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_minipacman_baselines_only/paper_2503_07671_minipacman/seed1/ppo_lagrangian/metrics.json
MiniPacman,minipacman,PPO-PID-Lagrangian,ppo_pid_lagrangian,safe_rl_baseline,1,100,0.56,1.0,0.56,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_minipacman_baselines_only/paper_2503_07671_minipacman/seed1/ppo_lagrangian/metrics.json
MiniPacman,minipacman,CPO,cpo,safe_rl_baseline,1,100,0.0,1.0,0.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_minipacman_baselines_only/paper_2503_07671_minipacman/seed1/cpo/metrics.json
MiniPacman,minipacman,PPO-Shield,ppo_shield_shielded,safe_rl_baseline,1,100,1.0,1.0,1.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_minipacman_baselines_only/paper_2503_07671_minipacman/seed1/ppo_shield/metrics.json
MiniPacman,minipacman,PPO-Shield-Nominal,ppo_shield_nominal,reference_baseline,1,100,0.82,0.44,0.82,56,237.57,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_minipacman_baselines_only/paper_2503_07671_minipacman/seed1/ppo_shield/metrics.json
MiniPacman,minipacman,PPO,ppo_policy,reference_baseline,2,100,0.97,0.24,0.97,76,270.25,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_minipacman_baselines_only/paper_2503_07671_minipacman/seed2/ppo_policy/metrics.json
MiniPacman,minipacman,PPO-Lagrangian,ppo_lagrangian,safe_rl_baseline,2,100,0.57,0.98,0.57,2,0.02,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_minipacman_baselines_only/paper_2503_07671_minipacman/seed2/ppo_lagrangian/metrics.json
MiniPacman,minipacman,PPO-PID-Lagrangian,ppo_pid_lagrangian,safe_rl_baseline,2,100,0.76,0.94,0.76,6,0.15,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_minipacman_baselines_only/paper_2503_07671_minipacman/seed2/ppo_lagrangian/metrics.json
MiniPacman,minipacman,CPO,cpo,safe_rl_baseline,2,100,0.0,1.0,0.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_minipacman_baselines_only/paper_2503_07671_minipacman/seed2/cpo/metrics.json
MiniPacman,minipacman,PPO-Shield,ppo_shield_shielded,safe_rl_baseline,2,100,0.93,1.0,0.93,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_minipacman_baselines_only/paper_2503_07671_minipacman/seed2/ppo_shield/metrics.json
MiniPacman,minipacman,PPO-Shield-Nominal,ppo_shield_nominal,reference_baseline,2,100,0.67,0.43,0.67,57,257.72,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_minipacman_baselines_only/paper_2503_07671_minipacman/seed2/ppo_shield/metrics.json
MiniPacman,minipacman,PPO,ppo_policy,reference_baseline,3,100,0.88,0.28,0.88,72,494.84,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_minipacman_baselines_only/paper_2503_07671_minipacman/seed3/ppo_policy/metrics.json
MiniPacman,minipacman,PPO-Lagrangian,ppo_lagrangian,safe_rl_baseline,3,100,0.75,0.92,0.75,8,9.05,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_minipacman_baselines_only/paper_2503_07671_minipacman/seed3/ppo_lagrangian/metrics.json
MiniPacman,minipacman,PPO-PID-Lagrangian,ppo_pid_lagrangian,safe_rl_baseline,3,100,0.61,0.98,0.61,2,0.02,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_minipacman_baselines_only/paper_2503_07671_minipacman/seed3/ppo_lagrangian/metrics.json
MiniPacman,minipacman,CPO,cpo,safe_rl_baseline,3,100,0.03,0.98,0.03,2,0.03,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_minipacman_baselines_only/paper_2503_07671_minipacman/seed3/cpo/metrics.json
MiniPacman,minipacman,PPO-Shield,ppo_shield_shielded,safe_rl_baseline,3,100,1.0,1.0,1.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_minipacman_baselines_only/paper_2503_07671_minipacman/seed3/ppo_shield/metrics.json
MiniPacman,minipacman,PPO-Shield-Nominal,ppo_shield_nominal,reference_baseline,3,100,0.74,0.55,0.74,45,231.64,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_minipacman_baselines_only/paper_2503_07671_minipacman/seed3/ppo_shield/metrics.json
MiniPacman,minipacman,PPO,ppo_policy,reference_baseline,4,100,0.96,0.47,0.96,53,133.95,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_minipacman_baselines_only/paper_2503_07671_minipacman/seed4/ppo_policy/metrics.json
MiniPacman,minipacman,PPO-Lagrangian,ppo_lagrangian,safe_rl_baseline,4,100,0.54,0.98,0.54,2,0.02,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_minipacman_baselines_only/paper_2503_07671_minipacman/seed4/ppo_lagrangian/metrics.json
MiniPacman,minipacman,PPO-PID-Lagrangian,ppo_pid_lagrangian,safe_rl_baseline,4,100,0.56,1.0,0.56,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_minipacman_baselines_only/paper_2503_07671_minipacman/seed4/ppo_lagrangian/metrics.json
MiniPacman,minipacman,CPO,cpo,safe_rl_baseline,4,100,0.0,1.0,0.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_minipacman_baselines_only/paper_2503_07671_minipacman/seed4/cpo/metrics.json
MiniPacman,minipacman,PPO-Shield,ppo_shield_shielded,safe_rl_baseline,4,100,0.73,1.0,0.73,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_minipacman_baselines_only/paper_2503_07671_minipacman/seed4/ppo_shield/metrics.json
MiniPacman,minipacman,PPO-Shield-Nominal,ppo_shield_nominal,reference_baseline,4,100,0.46,0.68,0.46,32,237.82,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_minipacman_baselines_only/paper_2503_07671_minipacman/seed4/ppo_shield/metrics.json
MiniPacman,minipacman,PPO,ppo_policy,reference_baseline,5,100,0.92,0.14,0.92,86,366.96,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_minipacman_baselines_only/paper_2503_07671_minipacman/seed5/ppo_policy/metrics.json
MiniPacman,minipacman,PPO-Lagrangian,ppo_lagrangian,safe_rl_baseline,5,100,0.74,0.94,0.74,6,0.15,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_minipacman_baselines_only/paper_2503_07671_minipacman/seed5/ppo_lagrangian/metrics.json
MiniPacman,minipacman,PPO-PID-Lagrangian,ppo_pid_lagrangian,safe_rl_baseline,5,100,0.56,1.0,0.56,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_minipacman_baselines_only/paper_2503_07671_minipacman/seed5/ppo_lagrangian/metrics.json
MiniPacman,minipacman,CPO,cpo,safe_rl_baseline,5,100,0.0,1.0,0.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_minipacman_baselines_only/paper_2503_07671_minipacman/seed5/cpo/metrics.json
MiniPacman,minipacman,PPO-Shield,ppo_shield_shielded,safe_rl_baseline,5,100,0.94,1.0,0.94,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_minipacman_baselines_only/paper_2503_07671_minipacman/seed5/ppo_shield/metrics.json
MiniPacman,minipacman,PPO-Shield-Nominal,ppo_shield_nominal,reference_baseline,5,100,0.78,0.47,0.78,53,362.51,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_minipacman_baselines_only/paper_2503_07671_minipacman/seed5/ppo_shield/metrics.json
MiniPacman,minipacman,PPO,ppo_policy,reference_baseline,6,100,0.84,0.13,0.84,87,443.67,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_minipacman_baselines_only/paper_2503_07671_minipacman/seed6/ppo_policy/metrics.json
MiniPacman,minipacman,PPO-Lagrangian,ppo_lagrangian,safe_rl_baseline,6,100,0.72,0.95,0.72,5,0.13,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_minipacman_baselines_only/paper_2503_07671_minipacman/seed6/ppo_lagrangian/metrics.json
MiniPacman,minipacman,PPO-PID-Lagrangian,ppo_pid_lagrangian,safe_rl_baseline,6,100,0.52,0.92,0.52,8,0.18,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_minipacman_baselines_only/paper_2503_07671_minipacman/seed6/ppo_lagrangian/metrics.json
MiniPacman,minipacman,CPO,cpo,safe_rl_baseline,6,100,0.0,1.0,0.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_minipacman_baselines_only/paper_2503_07671_minipacman/seed6/cpo/metrics.json
MiniPacman,minipacman,PPO-Shield,ppo_shield_shielded,safe_rl_baseline,6,100,0.96,1.0,0.96,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_minipacman_baselines_only/paper_2503_07671_minipacman/seed6/ppo_shield/metrics.json
MiniPacman,minipacman,PPO-Shield-Nominal,ppo_shield_nominal,reference_baseline,6,100,0.77,0.47,0.77,53,424.24,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_minipacman_baselines_only/paper_2503_07671_minipacman/seed6/ppo_shield/metrics.json
MiniPacman,minipacman,PPO,ppo_policy,reference_baseline,7,100,0.96,0.29,0.96,71,367.03,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_minipacman_baselines_only/paper_2503_07671_minipacman/seed7/ppo_policy/metrics.json
MiniPacman,minipacman,PPO-Lagrangian,ppo_lagrangian,safe_rl_baseline,7,100,0.48,1.0,0.48,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_minipacman_baselines_only/paper_2503_07671_minipacman/seed7/ppo_lagrangian/metrics.json
MiniPacman,minipacman,PPO-PID-Lagrangian,ppo_pid_lagrangian,safe_rl_baseline,7,100,0.46,1.0,0.46,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_minipacman_baselines_only/paper_2503_07671_minipacman/seed7/ppo_lagrangian/metrics.json
MiniPacman,minipacman,CPO,cpo,safe_rl_baseline,7,100,0.02,1.0,0.02,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_minipacman_baselines_only/paper_2503_07671_minipacman/seed7/cpo/metrics.json
MiniPacman,minipacman,PPO-Shield,ppo_shield_shielded,safe_rl_baseline,7,100,0.96,1.0,0.96,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_minipacman_baselines_only/paper_2503_07671_minipacman/seed7/ppo_shield/metrics.json
MiniPacman,minipacman,PPO-Shield-Nominal,ppo_shield_nominal,reference_baseline,7,100,0.77,0.37,0.77,63,267.82,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_minipacman_baselines_only/paper_2503_07671_minipacman/seed7/ppo_shield/metrics.json
MiniPacman,minipacman,PPO,ppo_policy,reference_baseline,8,100,1.0,0.19,1.0,81,349.54,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_minipacman_baselines_only/paper_2503_07671_minipacman/seed8/ppo_policy/metrics.json
MiniPacman,minipacman,PPO-Lagrangian,ppo_lagrangian,safe_rl_baseline,8,100,0.67,0.98,0.67,2,0.02,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_minipacman_baselines_only/paper_2503_07671_minipacman/seed8/ppo_lagrangian/metrics.json
MiniPacman,minipacman,PPO-PID-Lagrangian,ppo_pid_lagrangian,safe_rl_baseline,8,100,0.87,0.92,0.87,8,0.14,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_minipacman_baselines_only/paper_2503_07671_minipacman/seed8/ppo_lagrangian/metrics.json
MiniPacman,minipacman,CPO,cpo,safe_rl_baseline,8,100,0.0,1.0,0.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_minipacman_baselines_only/paper_2503_07671_minipacman/seed8/cpo/metrics.json
MiniPacman,minipacman,PPO-Shield,ppo_shield_shielded,safe_rl_baseline,8,100,1.0,1.0,1.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_minipacman_baselines_only/paper_2503_07671_minipacman/seed8/ppo_shield/metrics.json
MiniPacman,minipacman,PPO-Shield-Nominal,ppo_shield_nominal,reference_baseline,8,100,0.67,0.25,0.67,75,692.65,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_minipacman_baselines_only/paper_2503_07671_minipacman/seed8/ppo_shield/metrics.json
MiniPacman,minipacman,PPO,ppo_policy,reference_baseline,9,100,0.93,0.11,0.93,89,533.85,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_minipacman_baselines_only/paper_2503_07671_minipacman/seed9/ppo_policy/metrics.json
MiniPacman,minipacman,PPO-Lagrangian,ppo_lagrangian,safe_rl_baseline,9,100,0.51,0.98,0.51,2,8.97,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_minipacman_baselines_only/paper_2503_07671_minipacman/seed9/ppo_lagrangian/metrics.json
MiniPacman,minipacman,PPO-PID-Lagrangian,ppo_pid_lagrangian,safe_rl_baseline,9,100,0.57,1.0,0.57,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_minipacman_baselines_only/paper_2503_07671_minipacman/seed9/ppo_lagrangian/metrics.json
MiniPacman,minipacman,CPO,cpo,safe_rl_baseline,9,100,0.0,1.0,0.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_minipacman_baselines_only/paper_2503_07671_minipacman/seed9/cpo/metrics.json
MiniPacman,minipacman,PPO-Shield,ppo_shield_shielded,safe_rl_baseline,9,100,1.0,1.0,1.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_minipacman_baselines_only/paper_2503_07671_minipacman/seed9/ppo_shield/metrics.json
MiniPacman,minipacman,PPO-Shield-Nominal,ppo_shield_nominal,reference_baseline,9,100,0.83,0.31,0.83,69,567.6,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_minipacman_baselines_only/paper_2503_07671_minipacman/seed9/ppo_shield/metrics.json
