environment,environment_id,method,method_key,comparison_role,seed,eval_episodes,total_reward,safety_rate,success_rate,violation_count,mean_episode_cost,source_metrics_json
Colour Bomb v2,colour_bomb_v2,PPO-Shield,ppo_shield_shielded,safe_rl_baseline,0,100,24.08,1.0,1.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_colour_bomb_v2_baselines_only/colour_bomb_v2/seed0/ppo_shield/metrics.json
Colour Bomb v2,colour_bomb_v2,PPO-Shield-Nominal,ppo_shield_nominal,reference_baseline,0,100,24.08,1.0,1.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_colour_bomb_v2_baselines_only/colour_bomb_v2/seed0/ppo_shield/metrics.json
Colour Bomb v2,colour_bomb_v2,PPO,ppo_policy,reference_baseline,1,100,35.13,0.0,1.0,100,33.28,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_colour_bomb_v2_baselines_only/colour_bomb_v2/seed1/ppo_policy/metrics.json
Colour Bomb v2,colour_bomb_v2,PPO-Lagrangian,ppo_lagrangian,safe_rl_baseline,1,100,0.48,1.0,0.32,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_colour_bomb_v2_baselines_only/colour_bomb_v2/seed1/ppo_lagrangian/metrics.json
Colour Bomb v2,colour_bomb_v2,PPO-PID-Lagrangian,ppo_pid_lagrangian,safe_rl_baseline,1,100,1.32,1.0,0.54,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_colour_bomb_v2_baselines_only/colour_bomb_v2/seed1/ppo_lagrangian/metrics.json
Colour Bomb v2,colour_bomb_v2,CPO,cpo,safe_rl_baseline,1,100,0.06,1.0,0.06,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_colour_bomb_v2_baselines_only/colour_bomb_v2/seed1/cpo/metrics.json
Colour Bomb v2,colour_bomb_v2,PPO-Shield,ppo_shield_shielded,safe_rl_baseline,1,100,24.71,1.0,1.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_colour_bomb_v2_baselines_only/colour_bomb_v2/seed1/ppo_shield/metrics.json
Colour Bomb v2,colour_bomb_v2,PPO-Shield-Nominal,ppo_shield_nominal,reference_baseline,1,100,24.71,1.0,1.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_colour_bomb_v2_baselines_only/colour_bomb_v2/seed1/ppo_shield/metrics.json
Colour Bomb v2,colour_bomb_v2,PPO,ppo_policy,reference_baseline,2,100,36.95,0.0,1.0,100,34.55,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_colour_bomb_v2_baselines_only/colour_bomb_v2/seed2/ppo_policy/metrics.json
Colour Bomb v2,colour_bomb_v2,PPO-Lagrangian,ppo_lagrangian,safe_rl_baseline,2,100,3.09,1.0,0.8,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_colour_bomb_v2_baselines_only/colour_bomb_v2/seed2/ppo_lagrangian/metrics.json
Colour Bomb v2,colour_bomb_v2,PPO-PID-Lagrangian,ppo_pid_lagrangian,safe_rl_baseline,2,100,0.13,1.0,0.11,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_colour_bomb_v2_baselines_only/colour_bomb_v2/seed2/ppo_lagrangian/metrics.json
Colour Bomb v2,colour_bomb_v2,CPO,cpo,safe_rl_baseline,2,100,0.0,1.0,0.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_colour_bomb_v2_baselines_only/colour_bomb_v2/seed2/cpo/metrics.json
Colour Bomb v2,colour_bomb_v2,PPO-Shield,ppo_shield_shielded,safe_rl_baseline,2,100,23.98,1.0,1.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_colour_bomb_v2_baselines_only/colour_bomb_v2/seed2/ppo_shield/metrics.json
Colour Bomb v2,colour_bomb_v2,PPO-Shield-Nominal,ppo_shield_nominal,reference_baseline,2,100,23.98,1.0,1.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_colour_bomb_v2_baselines_only/colour_bomb_v2/seed2/ppo_shield/metrics.json
Colour Bomb v2,colour_bomb_v2,PPO,ppo_policy,reference_baseline,3,100,36.21,0.0,1.0,100,36.29,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_colour_bomb_v2_baselines_only/colour_bomb_v2/seed3/ppo_policy/metrics.json
Colour Bomb v2,colour_bomb_v2,PPO-Lagrangian,ppo_lagrangian,safe_rl_baseline,3,100,0.0,1.0,0.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_colour_bomb_v2_baselines_only/colour_bomb_v2/seed3/ppo_lagrangian/metrics.json
Colour Bomb v2,colour_bomb_v2,PPO-PID-Lagrangian,ppo_pid_lagrangian,safe_rl_baseline,3,100,0.0,1.0,0.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_colour_bomb_v2_baselines_only/colour_bomb_v2/seed3/ppo_lagrangian/metrics.json
Colour Bomb v2,colour_bomb_v2,CPO,cpo,safe_rl_baseline,3,100,0.0,1.0,0.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_colour_bomb_v2_baselines_only/colour_bomb_v2/seed3/cpo/metrics.json
Colour Bomb v2,colour_bomb_v2,PPO-Shield,ppo_shield_shielded,safe_rl_baseline,3,100,24.38,1.0,1.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_colour_bomb_v2_baselines_only/colour_bomb_v2/seed3/ppo_shield/metrics.json
Colour Bomb v2,colour_bomb_v2,PPO-Shield-Nominal,ppo_shield_nominal,reference_baseline,3,100,24.38,1.0,1.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_colour_bomb_v2_baselines_only/colour_bomb_v2/seed3/ppo_shield/metrics.json
Colour Bomb v2,colour_bomb_v2,PPO,ppo_policy,reference_baseline,4,100,36.13,0.0,1.0,100,37.27,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_colour_bomb_v2_baselines_only/colour_bomb_v2/seed4/ppo_policy/metrics.json
Colour Bomb v2,colour_bomb_v2,PPO-Lagrangian,ppo_lagrangian,safe_rl_baseline,4,100,0.17,1.0,0.17,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_colour_bomb_v2_baselines_only/colour_bomb_v2/seed4/ppo_lagrangian/metrics.json
Colour Bomb v2,colour_bomb_v2,PPO-PID-Lagrangian,ppo_pid_lagrangian,safe_rl_baseline,4,100,1.21,1.0,0.5,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_colour_bomb_v2_baselines_only/colour_bomb_v2/seed4/ppo_lagrangian/metrics.json
Colour Bomb v2,colour_bomb_v2,CPO,cpo,safe_rl_baseline,4,100,0.13,1.0,0.11,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_colour_bomb_v2_baselines_only/colour_bomb_v2/seed4/cpo/metrics.json
Colour Bomb v2,colour_bomb_v2,PPO-Shield,ppo_shield_shielded,safe_rl_baseline,4,100,24.55,1.0,1.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_colour_bomb_v2_baselines_only/colour_bomb_v2/seed4/ppo_shield/metrics.json
Colour Bomb v2,colour_bomb_v2,PPO-Shield-Nominal,ppo_shield_nominal,reference_baseline,4,100,24.55,1.0,1.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_colour_bomb_v2_baselines_only/colour_bomb_v2/seed4/ppo_shield/metrics.json
Colour Bomb v2,colour_bomb_v2,PPO,ppo_policy,reference_baseline,5,100,38.0,0.0,1.0,100,42.24,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_colour_bomb_v2_baselines_only/colour_bomb_v2/seed5/ppo_policy/metrics.json
Colour Bomb v2,colour_bomb_v2,PPO-Lagrangian,ppo_lagrangian,safe_rl_baseline,5,100,0.65,1.0,0.41,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_colour_bomb_v2_baselines_only/colour_bomb_v2/seed5/ppo_lagrangian/metrics.json
Colour Bomb v2,colour_bomb_v2,PPO-PID-Lagrangian,ppo_pid_lagrangian,safe_rl_baseline,5,100,11.75,1.0,0.91,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_colour_bomb_v2_baselines_only/colour_bomb_v2/seed5/ppo_lagrangian/metrics.json
Colour Bomb v2,colour_bomb_v2,CPO,cpo,safe_rl_baseline,5,100,0.0,1.0,0.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_colour_bomb_v2_baselines_only/colour_bomb_v2/seed5/cpo/metrics.json
Colour Bomb v2,colour_bomb_v2,PPO-Shield,ppo_shield_shielded,safe_rl_baseline,5,100,13.95,1.0,0.96,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_colour_bomb_v2_baselines_only/colour_bomb_v2/seed5/ppo_shield/metrics.json
Colour Bomb v2,colour_bomb_v2,PPO-Shield-Nominal,ppo_shield_nominal,reference_baseline,5,100,13.95,1.0,0.96,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_colour_bomb_v2_baselines_only/colour_bomb_v2/seed5/ppo_shield/metrics.json
Colour Bomb v2,colour_bomb_v2,PPO,ppo_policy,reference_baseline,6,100,35.99,0.0,1.0,100,36.26,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_colour_bomb_v2_baselines_only/colour_bomb_v2/seed6/ppo_policy/metrics.json
Colour Bomb v2,colour_bomb_v2,PPO-Lagrangian,ppo_lagrangian,safe_rl_baseline,6,100,0.73,1.0,0.39,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_colour_bomb_v2_baselines_only/colour_bomb_v2/seed6/ppo_lagrangian/metrics.json
Colour Bomb v2,colour_bomb_v2,PPO-PID-Lagrangian,ppo_pid_lagrangian,safe_rl_baseline,6,100,0.39,1.0,0.23,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_colour_bomb_v2_baselines_only/colour_bomb_v2/seed6/ppo_lagrangian/metrics.json
Colour Bomb v2,colour_bomb_v2,CPO,cpo,safe_rl_baseline,6,100,0.24,1.0,0.22,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_colour_bomb_v2_baselines_only/colour_bomb_v2/seed6/cpo/metrics.json
Colour Bomb v2,colour_bomb_v2,PPO-Shield,ppo_shield_shielded,safe_rl_baseline,6,100,24.24,1.0,1.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_colour_bomb_v2_baselines_only/colour_bomb_v2/seed6/ppo_shield/metrics.json
Colour Bomb v2,colour_bomb_v2,PPO-Shield-Nominal,ppo_shield_nominal,reference_baseline,6,100,24.24,1.0,1.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_colour_bomb_v2_baselines_only/colour_bomb_v2/seed6/ppo_shield/metrics.json
Colour Bomb v2,colour_bomb_v2,PPO,ppo_policy,reference_baseline,7,100,36.9,0.0,1.0,100,33.16,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_colour_bomb_v2_baselines_only/colour_bomb_v2/seed7/ppo_policy/metrics.json
Colour Bomb v2,colour_bomb_v2,PPO-Lagrangian,ppo_lagrangian,safe_rl_baseline,7,100,0.14,1.0,0.14,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_colour_bomb_v2_baselines_only/colour_bomb_v2/seed7/ppo_lagrangian/metrics.json
Colour Bomb v2,colour_bomb_v2,PPO-PID-Lagrangian,ppo_pid_lagrangian,safe_rl_baseline,7,100,0.1,1.0,0.1,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_colour_bomb_v2_baselines_only/colour_bomb_v2/seed7/ppo_lagrangian/metrics.json
Colour Bomb v2,colour_bomb_v2,CPO,cpo,safe_rl_baseline,7,100,0.0,1.0,0.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_colour_bomb_v2_baselines_only/colour_bomb_v2/seed7/cpo/metrics.json
Colour Bomb v2,colour_bomb_v2,PPO-Shield,ppo_shield_shielded,safe_rl_baseline,7,100,25.18,1.0,1.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_colour_bomb_v2_baselines_only/colour_bomb_v2/seed7/ppo_shield/metrics.json
Colour Bomb v2,colour_bomb_v2,PPO-Shield-Nominal,ppo_shield_nominal,reference_baseline,7,100,25.18,1.0,1.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_colour_bomb_v2_baselines_only/colour_bomb_v2/seed7/ppo_shield/metrics.json
Colour Bomb v2,colour_bomb_v2,PPO,ppo_policy,reference_baseline,8,100,35.36,0.0,1.0,100,37.07,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_colour_bomb_v2_baselines_only/colour_bomb_v2/seed8/ppo_policy/metrics.json
Colour Bomb v2,colour_bomb_v2,PPO-Lagrangian,ppo_lagrangian,safe_rl_baseline,8,100,0.23,1.0,0.16,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_colour_bomb_v2_baselines_only/colour_bomb_v2/seed8/ppo_lagrangian/metrics.json
Colour Bomb v2,colour_bomb_v2,PPO-PID-Lagrangian,ppo_pid_lagrangian,safe_rl_baseline,8,100,0.27,1.0,0.21,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_colour_bomb_v2_baselines_only/colour_bomb_v2/seed8/ppo_lagrangian/metrics.json
Colour Bomb v2,colour_bomb_v2,CPO,cpo,safe_rl_baseline,8,100,0.01,1.0,0.01,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_colour_bomb_v2_baselines_only/colour_bomb_v2/seed8/cpo/metrics.json
Colour Bomb v2,colour_bomb_v2,PPO-Shield,ppo_shield_shielded,safe_rl_baseline,8,100,24.64,1.0,1.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_colour_bomb_v2_baselines_only/colour_bomb_v2/seed8/ppo_shield/metrics.json
Colour Bomb v2,colour_bomb_v2,PPO-Shield-Nominal,ppo_shield_nominal,reference_baseline,8,100,24.64,1.0,1.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_colour_bomb_v2_baselines_only/colour_bomb_v2/seed8/ppo_shield/metrics.json
Colour Bomb v2,colour_bomb_v2,PPO,ppo_policy,reference_baseline,9,100,36.26,0.0,1.0,100,39.15,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_colour_bomb_v2_baselines_only/colour_bomb_v2/seed9/ppo_policy/metrics.json
Colour Bomb v2,colour_bomb_v2,PPO-Lagrangian,ppo_lagrangian,safe_rl_baseline,9,100,0.41,1.0,0.29,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_colour_bomb_v2_baselines_only/colour_bomb_v2/seed9/ppo_lagrangian/metrics.json
Colour Bomb v2,colour_bomb_v2,PPO-PID-Lagrangian,ppo_pid_lagrangian,safe_rl_baseline,9,100,1.21,1.0,0.52,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_colour_bomb_v2_baselines_only/colour_bomb_v2/seed9/ppo_lagrangian/metrics.json
Colour Bomb v2,colour_bomb_v2,CPO,cpo,safe_rl_baseline,9,100,0.23,1.0,0.2,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_colour_bomb_v2_baselines_only/colour_bomb_v2/seed9/cpo/metrics.json
Colour Bomb v2,colour_bomb_v2,PPO-Shield,ppo_shield_shielded,safe_rl_baseline,9,100,23.89,1.0,1.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_colour_bomb_v2_baselines_only/colour_bomb_v2/seed9/ppo_shield/metrics.json
Colour Bomb v2,colour_bomb_v2,PPO-Shield-Nominal,ppo_shield_nominal,reference_baseline,9,100,23.89,1.0,1.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_colour_bomb_v2_baselines_only/colour_bomb_v2/seed9/ppo_shield/metrics.json
Media Streaming,media_streaming,PPO,ppo_policy,reference_baseline,0,100,0.0,0.0,0.0,100,12.48,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_media_streaming_baselines_only/media_streaming/seed0/ppo_policy/metrics.json
Media Streaming,media_streaming,PPO-Lagrangian,ppo_lagrangian,safe_rl_baseline,0,100,-2.07,1.0,1.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_media_streaming_baselines_only/media_streaming/seed0/ppo_lagrangian/metrics.json
Media Streaming,media_streaming,PPO-PID-Lagrangian,ppo_pid_lagrangian,safe_rl_baseline,0,100,-6.14,1.0,1.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_media_streaming_baselines_only/media_streaming/seed0/ppo_lagrangian/metrics.json
Media Streaming,media_streaming,CPO,cpo,safe_rl_baseline,0,100,-24.14,1.0,1.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_media_streaming_baselines_only/media_streaming/seed0/cpo/metrics.json
Media Streaming,media_streaming,PPO,ppo_policy,reference_baseline,1,100,0.0,0.02,0.02,98,10.13,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_media_streaming_baselines_only/media_streaming/seed1/ppo_policy/metrics.json
Media Streaming,media_streaming,PPO-Lagrangian,ppo_lagrangian,safe_rl_baseline,1,100,-4.76,1.0,1.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_media_streaming_baselines_only/media_streaming/seed1/ppo_lagrangian/metrics.json
Media Streaming,media_streaming,PPO-PID-Lagrangian,ppo_pid_lagrangian,safe_rl_baseline,1,100,-4.54,1.0,1.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_media_streaming_baselines_only/media_streaming/seed1/ppo_lagrangian/metrics.json
Media Streaming,media_streaming,CPO,cpo,safe_rl_baseline,1,100,-24.13,1.0,1.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_media_streaming_baselines_only/media_streaming/seed1/cpo/metrics.json
Media Streaming,media_streaming,PPO,ppo_policy,reference_baseline,2,100,0.0,0.0,0.0,100,13.88,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_media_streaming_baselines_only/media_streaming/seed2/ppo_policy/metrics.json
Media Streaming,media_streaming,PPO-Lagrangian,ppo_lagrangian,safe_rl_baseline,2,100,-6.21,1.0,1.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_media_streaming_baselines_only/media_streaming/seed2/ppo_lagrangian/metrics.json
Media Streaming,media_streaming,PPO-PID-Lagrangian,ppo_pid_lagrangian,safe_rl_baseline,2,100,-4.73,1.0,1.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_media_streaming_baselines_only/media_streaming/seed2/ppo_lagrangian/metrics.json
Media Streaming,media_streaming,CPO,cpo,safe_rl_baseline,2,100,-24.2,1.0,1.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_media_streaming_baselines_only/media_streaming/seed2/cpo/metrics.json
Media Streaming,media_streaming,PPO,ppo_policy,reference_baseline,3,100,0.0,0.0,0.0,100,13.3,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_media_streaming_baselines_only/media_streaming/seed3/ppo_policy/metrics.json
Media Streaming,media_streaming,PPO-Lagrangian,ppo_lagrangian,safe_rl_baseline,3,100,-4.59,1.0,1.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_media_streaming_baselines_only/media_streaming/seed3/ppo_lagrangian/metrics.json
Media Streaming,media_streaming,PPO-PID-Lagrangian,ppo_pid_lagrangian,safe_rl_baseline,3,100,-3.16,1.0,1.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_media_streaming_baselines_only/media_streaming/seed3/ppo_lagrangian/metrics.json
Media Streaming,media_streaming,CPO,cpo,safe_rl_baseline,3,100,-24.23,1.0,1.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_media_streaming_baselines_only/media_streaming/seed3/cpo/metrics.json
Media Streaming,media_streaming,PPO,ppo_policy,reference_baseline,4,100,0.0,0.0,0.0,100,14.08,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_media_streaming_baselines_only/media_streaming/seed4/ppo_policy/metrics.json
Media Streaming,media_streaming,PPO-Lagrangian,ppo_lagrangian,safe_rl_baseline,4,100,-2.86,1.0,1.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_media_streaming_baselines_only/media_streaming/seed4/ppo_lagrangian/metrics.json
Media Streaming,media_streaming,PPO-PID-Lagrangian,ppo_pid_lagrangian,safe_rl_baseline,4,100,-4.03,1.0,1.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_media_streaming_baselines_only/media_streaming/seed4/ppo_lagrangian/metrics.json
Media Streaming,media_streaming,CPO,cpo,safe_rl_baseline,4,100,-24.24,1.0,1.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_media_streaming_baselines_only/media_streaming/seed4/cpo/metrics.json
Media Streaming,media_streaming,PPO,ppo_policy,reference_baseline,5,100,0.0,0.05,0.05,95,9.86,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_media_streaming_baselines_only/media_streaming/seed5/ppo_policy/metrics.json
Media Streaming,media_streaming,PPO-Lagrangian,ppo_lagrangian,safe_rl_baseline,5,100,-2.69,1.0,1.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_media_streaming_baselines_only/media_streaming/seed5/ppo_lagrangian/metrics.json
Media Streaming,media_streaming,PPO-PID-Lagrangian,ppo_pid_lagrangian,safe_rl_baseline,5,100,-3.02,1.0,1.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_media_streaming_baselines_only/media_streaming/seed5/ppo_lagrangian/metrics.json
Media Streaming,media_streaming,CPO,cpo,safe_rl_baseline,5,100,-24.16,1.0,1.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_media_streaming_baselines_only/media_streaming/seed5/cpo/metrics.json
Media Streaming,media_streaming,PPO,ppo_policy,reference_baseline,6,100,0.0,0.0,0.0,100,14.33,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_media_streaming_baselines_only/media_streaming/seed6/ppo_policy/metrics.json
Media Streaming,media_streaming,PPO-Lagrangian,ppo_lagrangian,safe_rl_baseline,6,100,-3.87,1.0,1.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_media_streaming_baselines_only/media_streaming/seed6/ppo_lagrangian/metrics.json
Media Streaming,media_streaming,PPO-PID-Lagrangian,ppo_pid_lagrangian,safe_rl_baseline,6,100,-4.87,1.0,1.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_media_streaming_baselines_only/media_streaming/seed6/ppo_lagrangian/metrics.json
Media Streaming,media_streaming,CPO,cpo,safe_rl_baseline,6,100,-24.17,1.0,1.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_media_streaming_baselines_only/media_streaming/seed6/cpo/metrics.json
Media Streaming,media_streaming,PPO,ppo_policy,reference_baseline,7,100,0.0,0.0,0.0,100,14.8,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_media_streaming_baselines_only/media_streaming/seed7/ppo_policy/metrics.json
Media Streaming,media_streaming,PPO-Lagrangian,ppo_lagrangian,safe_rl_baseline,7,100,-2.82,1.0,1.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_media_streaming_baselines_only/media_streaming/seed7/ppo_lagrangian/metrics.json
Media Streaming,media_streaming,PPO-PID-Lagrangian,ppo_pid_lagrangian,safe_rl_baseline,7,100,-4.16,1.0,1.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_media_streaming_baselines_only/media_streaming/seed7/ppo_lagrangian/metrics.json
Media Streaming,media_streaming,CPO,cpo,safe_rl_baseline,7,100,-24.14,1.0,1.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_media_streaming_baselines_only/media_streaming/seed7/cpo/metrics.json
Media Streaming,media_streaming,PPO,ppo_policy,reference_baseline,8,100,0.0,0.06,0.06,94,9.57,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_media_streaming_baselines_only/media_streaming/seed8/ppo_policy/metrics.json
Media Streaming,media_streaming,PPO-Lagrangian,ppo_lagrangian,safe_rl_baseline,8,100,-3.53,1.0,1.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_media_streaming_baselines_only/media_streaming/seed8/ppo_lagrangian/metrics.json
